OBJECTID_1,PARKING_LO,ROTATE,CREATED_BY,CREATED_DA,MODIFIED_B,MODIFIED_D,access_type,CreationDate,Creator,EditDate,Editor,Location,LATITUDE,LONGITUDE
114,400,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2643223, -97.7459106)",30.2643223,-97.7459106
115,401,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2711639, -97.7489395)",30.2711639,-97.7489395
116,402,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.270937, -97.748909)",30.270937,-97.748909
117,403,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2707672, -97.7489548)",30.2707672,-97.7489548
118,404,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2705975, -97.7491989)",30.2705975,-97.7491989
119,405,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2692986, -97.7496185)",30.2692986,-97.7496185
120,406,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2669926, -97.7422409)",30.2669926,-97.7422409
121,407,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.267025, -97.7415924)",30.267025,-97.7415924
122,408,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2667408, -97.741333)",30.2667408,-97.741333
123,409,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2678566, -97.7462692)",30.2678566,-97.7462692
124,410,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2630081, -97.7421951)",30.2630081,-97.7421951
125,411,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2632656, -97.7430038)",30.2632656,-97.7430038
126,412,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2636738, -97.7428513)",30.2636738,-97.7428513
127,413,0,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2637196, -97.742363)",30.2637196,-97.742363
128,365,16,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2693539, -97.7451324)",30.2693539,-97.7451324
129,322,16,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2688847, -97.7464905)",30.2688847,-97.7464905
130,364,16,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.269186, -97.7451935)",30.269186,-97.7451935
131,47,16, ,, ,,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2626343, -97.7413559)",30.2626343,-97.7413559
132,352,16,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2678623, -97.7381058)",30.2678623,-97.7381058
133,38,16, ,, ,,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2659492, -97.7449341)",30.2659492,-97.7449341
134,323,16,ATD_ADMIN,09/23/2015 12:00:00 AM,ATD_ADMIN,09/23/2015 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2659874, -97.7484894)",30.2659874,-97.7484894
135,92,16, ,, ,,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.269146, -97.7518692)",30.269146,-97.7518692
136,421,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.268219, -97.7363586)",30.268219,-97.7363586
137,422,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2680988, -97.7364731)",30.2680988,-97.7364731
138,423,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2667599, -97.7372208)",30.2667599,-97.7372208
139,425,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2674427, -97.7381668)",30.2674427,-97.7381668
140,426,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2679615, -97.7384644)",30.2679615,-97.7384644
141,427,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2680492, -97.7387695)",30.2680492,-97.7387695
142,428,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2678967, -97.7382278)",30.2678967,-97.7382278
143,429,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2643738, -97.7428513)",30.2643738,-97.7428513
144,430,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2639713, -97.7418289)",30.2639713,-97.7418289
145,431,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2656116, -97.7423935)",30.2656116,-97.7423935
146,432,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2658997, -97.7427597)",30.2658997,-97.7427597
147,433,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.266367, -97.7421265)",30.266367,-97.7421265
148,434,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2671928, -97.741806)",30.2671928,-97.741806
149,435,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.265501, -97.7442398)",30.265501,-97.7442398
150,641,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2664795, -97.7478409)",30.2664795,-97.7478409
151,642,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2672253, -97.7492447)",30.2672253,-97.7492447
152,646,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2706547, -97.7486267)",30.2706547,-97.7486267
153,647,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2710266, -97.7504196)",30.2710266,-97.7504196
154,648,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2712593, -97.7503433)",30.2712593,-97.7503433
155,650,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2700844, -97.7507782)",30.2700844,-97.7507782
156,651,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2694321, -97.7444382)",30.2694321,-97.7444382
157,961,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2745571, -97.7436523)",30.2745571,-97.7436523
158,962,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.272831, -97.7438278)",30.272831,-97.7438278
159,963,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2726765, -97.7438889)",30.2726765,-97.7438889
160,964,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.272974, -97.7437744)",30.272974,-97.7437744
161,965,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2727089, -97.7443695)",30.2727089,-97.7443695
162,966,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2726345, -97.7447357)",30.2726345,-97.7447357
163,967,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2725601, -97.7444839)",30.2725601,-97.7444839
164,968,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2722836, -97.744957)",30.2722836,-97.744957
165,969,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.268631, -97.746582)",30.268631,-97.746582
166,970,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2684307, -97.7502213)",30.2684307,-97.7502213
167,971,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2686405, -97.7498856)",30.2686405,-97.7498856
168,972,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2680264, -97.7495346)",30.2680264,-97.7495346
169,1281,0,rpowell,02/25/2016 12:00:00 AM,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2739544, -97.7377625)",30.2739544,-97.7377625
170,1282,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2740536, -97.7370529)",30.2740536,-97.7370529
171,1283,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.269228, -97.7484894)",30.269228,-97.7484894
172,1284,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2694588, -97.7481766)",30.2694588,-97.7481766
173,1602,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2690849, -97.7372818)",30.2690849,-97.7372818
174,1603,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2690849, -97.7372818)",30.2690849,-97.7372818
175,1604,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2686825, -97.7373123)",30.2686825,-97.7373123
176,1605,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2685795, -97.7368698)",30.2685795,-97.7368698
177,1606,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2676487, -97.7372437)",30.2676487,-97.7372437
178,1607,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2705154, -97.7409286)",30.2705154,-97.7409286
179,1611,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2658691, -97.7375488)",30.2658691,-97.7375488
180,1612,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2654114, -97.7454071)",30.2654114,-97.7454071
181,1613,0, ,,ATD_ADMIN,06/02/2016 12:00:00 AM,,10/25/2016 11:09:00 PM,ATD_Publisher,10/25/2016 11:09:00 PM,ATD_Publisher,"(30.2604523, -97.7393723)",30.2604523,-97.7393723
